text,aspect1,aspect2,aspect3,aspect4,aspect5,aspect6,aspect7,aspect8,aspect9
pin trâu,1,0,0,0,0,0,0,0,0
hàng ok ! yên bái shop bến tre không giao hàng nhanh_vậy 😀 đóng_gói cẩn_thận trách_nhiệm yên_tâm shop,0,0,0,1,0,0,0,0,0
máy mua hôm hôm đơ ; liên_hệ đổi máy gửi đi 10 chưa kết_quả ; kết_quả bảo máy không trừ shope xử mua máy không haiza tiền mua điện_thoại mới_toanh suốt lo không đơ,0,0,1,0,0,0,0,0,0
máy cực_kì đẹp 99 % mượt ổn_định pin đủ 1 mua tư_vấn cực_kì nhiẹt tình,0,0,0,0,0,0,0,0,0
sản_phẩm màu đẹp đúng màu máy hãng như mô_tả chạy ổn liên_quân chiến ổn tầm giá lựa_chọn hoàn_hảo màn_hình đẹp giá tốt mua đúng đợt shop giảm_giá hời shop đủ 5sao job,1,1,1,0,0,1,0,0,0
hàng máy đẹp chức_năng hoạt_động tốt máy tầm 99 % phụ_kiện đầy_đủ giao hàng nhanh máy đúng như quảng_cáo nhân_viên nhiệt_tình shop chu_đáo thân_thiện hài_lòng tặng shop 5 chúc shop phát_đạt,0,1,1,1,0,0,1,1,0
hàng ổn trải nghiệm giao hàng nhanh,0,0,0,1,0,0,0,0,0
giao hàng chậm 9 / 9 18 / 9 2 cải_thiện dịch_vụ,0,0,0,1,0,0,0,0,0
tốt nhiệt_tình,0,0,0,0,0,0,0,0,0
mua 2 máy đều tốt,0,0,0,0,0,0,0,0,1
máy oke lắm loa to,1,0,0,0,0,0,0,0,0
shop giao hàng đúng như mô_tả nguyên seal chưa kích_hoạt bảo_hành giao nhanh,0,0,0,1,0,1,0,0,0
hàng nguyên niêm_phong nha check active đúng mua chăm_sóc khách_hàng oke chờ up rom ( không kỹ_thuật nhiệt_tình không ),0,0,0,0,0,1,0,0,0
tuyệt máy đẹp chất_lượng đúng như shop quảng_cáo ứng_dụng hoạt_động tốt màn_hình đẹp màu_sắc rực_rỡ như mong_đợi camera chụp ảnh đẹp lắm mạng lướt web phim mượt phong_cách phục_vụ vẻ nhiệt_tình hướng_dẫn tận_tình khách_hàng chế,1,1,1,0,0,0,1,0,0
đẹp lắm chất_lượng tốt giá_cả hợp_lý test chức_năng cơ_bản ổn_định màn_hình cảm_ứng nhạy màu_sắc_đẹp pin trâu cảm_nhận thoải_mái sản_phẩm shop uy_tín giao hàng chất_lượng đúng như quảng_cáo hài_lòng lắm shop shop,1,1,1,0,1,0,0,0,0
mua hát 15 phút tưởng ngon_lành rẻ giá ai_ngờ tắt tối sạc kg vô màng hình kg thêa 630k,0,0,0,0,0,0,0,0,1
sản_phẩm ok chăm_sóc khách_hàng tốt ủng_hộ dán cường_lực lệch shop ^ ^ ),0,0,0,0,0,0,1,0,0
giao hàng nhanh đóng_gói cẩn_thận,0,0,0,1,0,0,0,0,0
máy ngon chủ tư_vấn nhiệt_tình màn đẹp mấy trung quốc tôm loa to nghe nhạc camera video mượt lắm game ổn,1,0,0,0,0,0,1,0,0
hàng oke mong_đợi shop gửi kèm phụ_kiện oke shop,0,0,0,0,0,0,0,1,0
trầy nhẹ camera may không trầy làm_phiền shop ghi v50 v50s ghi nhầm muống mua v50 nhầm v50s chán mua vẫng chưa lỗi_lầm,0,0,0,0,0,0,0,0,1
chất_lượng sản_phẩm tuyệt_vời màn phản_quang nhẹ không yêu shop,1,0,0,0,0,0,0,0,0
máy như pin sạc mới_tinh shop đóng_gói cẩn_thận giao hàng siêu nhanh chúc shop hàng,1,1,0,1,0,0,0,0,0
đt đẹp không lỗi_lầm máy ngon keng,0,1,0,0,0,0,0,0,0
giao sai mau goi : d,0,0,0,0,0,0,0,0,0
điện_thoại tốt chất_lượng tuyệt_vời shop gói hàng chắc_chắn giao nhanh,0,0,0,1,0,0,0,0,0
chuẩn nha anh_em shop giao hàng nhanh chất_lượng đúng như quảng_bá máy đẹp long_lanh màn_hình màu_sắc rực_rỡ như mong_đợi chức_năng chạy mượt ổn_định camera chụp hình tuyệt_vời sản_phẩm tốt hài_lòng lắm shop uy_tín shopee ủng_hộ,1,1,1,1,0,0,0,0,0
máy tốt ae hình_thức 95 % không cài ap youtube không nâng hệ diều hành youtube web ok shop phong_độ 👍,0,1,0,0,0,0,0,0,0
đươc máy chạy thử hình_thức đẹp bước_đầu_máy chạy mượt shop hàng nhiệt_tình trách_nhiệm shop,0,1,1,0,0,0,1,0,0
xấu hắn lác mạnh lắm mik hoàn tiền,0,0,0,0,0,0,0,0,0
shop tư_vấn tận_tình 1 tạm_thời ok,0,0,0,0,0,0,1,0,0
shop giao hàng chuẩn máy đẹp hoàn_thiện chi_tiết cấu_hình mạnh_mẽ màn_hình cảm_ứng nhạy màu_sắc rực_rỡ shop uy_tín nhiệt_tình khách_hàng chế_độ bảo_hành rõ_ràng yên_tâm sản_phẩm giới_thiệu bạn_bè người_thân ủng_hộ shop,1,1,0,0,0,1,1,0,0
máy_oke,0,0,0,0,0,0,0,0,1
hàng chuẩn shop tư_vấn nhiệt_tình ủng_hộ tiếp,0,0,0,0,0,0,1,0,0
shop gửi hàng nhanh giao hàng chậm điện_thoại đẹp đóng_gói cẩn_thận nt qa zalo shop không trả_lời mò tải ch play,0,1,0,1,0,0,0,0,0
màu xanh khổng tuớc đẹp,0,0,0,0,0,0,0,0,0
ngoại_hình đẹp sài 1 tuần ổn_định không 1 lỗi hài_lòng camera đẹp màn_hình cong đẹp màu vàng đẹp lắm giá tốt sản phẩn đúng như shop mô_tả lăn_tăn yên_tâm 1 tặng người_thân,1,1,0,0,1,0,0,0,0
tiền tầm giá,0,0,0,0,1,0,0,0,0
shop đóng_gói cẩn_thận hàng nguyên seal mua giá tốt dịp ủng_hộ tiếp,0,0,0,1,1,1,0,0,0
tốt,0,0,0,0,0,0,0,0,0
giao hàng shop nhiệt chín giá rẻ,0,0,0,0,0,0,0,0,0
hành nguyên oke,0,1,0,0,0,0,0,0,0
chất_lượng sản_phẩm tốt shop nhiệt_tình,0,0,0,0,0,0,1,0,0
máy màu_sắc_đẹp sạc máy nóng,1,1,0,0,0,0,0,0,0
sản_phẩm tốt máy như shop nhiêu,0,1,0,0,0,0,0,0,0
điện_thoại ổn camera chụp hình hơi mờ đóng_gói cẩn_thận,1,0,0,1,0,0,0,0,0
máy nguyên niêm_phong đóng_gói cẩn_thận đợi cài rom tiếng việt chức_năng test đều ổn hy_vọng ngon_lành không lỗi ủng_hộ shop tiếp,0,0,1,1,0,1,0,0,0
10 10 giá_cả tu vấn tuyệt_vời 👍,0,0,0,0,0,0,0,0,0
sản_phẩm ok giá sản_phẩm hơi oke,0,0,0,0,1,0,0,0,0
hàng chất_lượng tốt giao nhầm màu thái_độ shop tốt đổi hàng ủng_hộ,0,0,0,0,0,0,1,0,0
giao hàng hơi máy zin đẹp 99 %,0,0,0,0,0,0,0,0,0
điện_thoại mấy hỏng bật không,0,0,0,0,0,0,0,0,1
shop phục_vụ tốt giao hàng nhanh chất_lượng đúng như mô_tả,0,0,0,1,0,0,1,0,0
đầu đồ công_nghệ mạng một trải nghiệm hàng vivo shop uy_tín lên_đời y30i ngon 🤣,0,0,0,0,0,0,0,0,0
lắm rẻmaf ổn hơi lag 1 xíu màn_hình không nét lắm,0,0,0,0,0,0,0,0,0
2 giao hơi không lỗi,0,0,0,1,0,0,0,0,0
đóng_gói sản_phẩm chắc_chắn giao hàng nhanh pin máy khoẻ dúng nghe gọi 2 - 3,1,0,0,1,0,0,0,0,0
sản_phẩm đẹp tốt đúng mẫu giao hàng shipper siêu thân_thiện,0,1,0,1,0,0,0,0,0
sản_phẩm tốt shop uy_tín,0,0,0,0,0,0,1,0,0
ổn tầm giá tốt đợi sale mua 2,0,0,0,0,0,0,0,0,1
chưa test chưa chữ_kí đẹp chụp liền 🤣,0,0,0,0,0,0,0,0,1
xài 2 máy tốt lắm shop pin trâu_bò chức_năng đều ổn màn_hình cảm_ứng nhạy camera chụp hình sắt nét lắm mạng mạnh_mẽ lướt web mượt_mà hài_lòng shop uy_tín lắm giao hàng đúng như quảng_cáo an_tâm sản_phẩm cua shop,1,0,1,0,0,0,1,0,0
hài_lòng sp shop uy_tín ủng_hộ shop tương_lai,0,0,0,0,0,0,1,0,0
máy hơi xước 1 xíu hàng 98 9 ổn r sim ghép ok pin 91 % giá không đòi_hỏi máy lock ổn_định không kém quốc_tế shop nhiệt_tình 5s ý_kiến thử 1 tuần @ - @,0,1,0,0,0,0,1,0,0
đúng như shop quảng_cáo máy đẹp cấu_hình mạnh_mẽ ứng_dụng hoạt_động êm_ái màn_hình cảm_ứng sắt nét camera chụp ảnh đẹp cực_kỳ đáng_giá đồng_tiền bát gạo hoàn_hảo shop tâm phục_vụ khách_hàng chuyên_nghiệp hài_lòng lắm,1,1,1,0,1,0,1,0,0
hàng đẹp tốt gửi nhầm màu xám không màu xanh,0,1,0,0,0,0,1,0,0
hình như ảnh đề_cập chất_lượng phục phụ chất_lượng sản_phẩm > < shop tận_tình chu_đáo đồ xịn xò khủng_khiếp sạc máy đóng_gói đỉnh_cao ship tỉnh chưa 1day ưng hẹn ủng_hộ shop mấy phụ_kiện ^ lớp diu,0,0,0,1,0,0,1,0,0
shop đóng hàng cẩn_thận giao hàng nhanh nhiệt_tình giá sale ưng,0,0,0,1,1,0,1,0,0
ok tầm giá shop uy_tín,0,0,0,0,0,0,0,0,0
sản_phẩm nguyên niêm_phong,0,0,0,0,0,1,0,0,0
shop giao hàng ok sản_phẩm đóng_gói kỹ giao hàng đúng hẹn sản_phẩm đẹp không trầy_xước chức_năng hoạt_động tốt màn_hình đẹp cảm_ứng nhạy lướt êm_ái pin bọng tốt hoàn_hảo nhân_viên shop nhiệt_tình vui_vẻ chế_độ hậu_mãi rõ_ràng lắm an tâ,1,1,1,1,0,0,1,0,0
tốt tầm giá mua,0,0,0,0,0,0,0,0,1
máy đẹp shop đẹp đặt_hàng hàng test máy khui hàng bề_ngoài máy máy ok hoàn_hảo ứng_dụng chạy mượt màn_hình cảm_ứng oke camera sắc nét,1,1,1,0,0,0,0,0,0
hàng nguyên seri chất_lượng 10,0,0,0,0,0,0,0,0,1
very good máy,0,0,0,0,0,0,0,0,1
đúng như shop quảng_bá sản_phẩm đẹp chất_lượng không chê hoàn_thiện shop uy_tín giao hàng đúng hẹn sản_phẩm đúng hàng hãng hài_lòng vừa_ý an_tâm sản_phẩm shop shopee shop 5,0,1,0,1,0,1,1,0,0
toàn_thể máy như 1 : máy 99 % chân sạc sước : giao hàng không đúng màu màu hàng hiệu_năng không màu bỏ_qua 3 : vỏ máy hở bôi keo ít tháo thay pin 4 : phụ_kiện đi kèm tạm,0,0,0,0,0,0,0,0,0
sản_phẩm như mô_tả,0,0,0,0,0,0,0,0,0
máy không gọi 98 % đc 50 % thui thử 1 tuần pin cảm_ứng oke k ? shop vẻ làm_ăn uy_tín hi_vọng đổi thoải_mái,0,1,0,0,0,0,0,0,0
mua hàng shop hài_lòng lắm mua hàng shop shop giao hàng uy_tín máy đẹp không chê đóng_gói hàng cân thận thắc_mắc gọi điện_thoại shop tư_vấn tận tinh phục_vụ shop,0,0,0,0,0,0,0,0,0
sản_phẩm ok moi pin hao nhanh 5 *,0,0,0,0,0,0,0,0,0
sản_phẩm tệ,0,0,0,0,0,0,0,0,1
"sản_phẩm đẹp 99,9 % máy mượt giải_trí tốc chiến shop nhiệt_tình",0,1,1,0,0,0,1,0,0
shop giao đúng màu đúng mẫu hàng nguyên seal gói hàng chưa tốt oke,0,0,0,1,0,1,1,0,0
tiền hốt 2 xz1 xz2 đủ 😂,0,0,0,0,0,0,0,0,1
sản_phẩm_chất_lượng giao hàng nhanh_chóng đóng hàng gọn_gàng,0,0,0,1,0,0,0,0,0
giao hàng nhanh máy ngon cực canh flash sale ưng,0,0,0,1,0,0,0,0,0
điện_thoại oke nguyên mua điện_thoại online sợ lừa kênh hàng chính_thức xiaomi việt_nam mua hàng online cửa_hàng uy_tín,0,1,0,0,0,1,0,0,0
máy to tưởng_tượng 😳 camera nét loa êm tai sạc siêu nhanh shop ❤ ️,1,0,0,0,0,0,0,0,0
máy thích_hợp công_việc loa hơi kém mượt ổn ý_định mua máy game từ_bỏ đi game mượt cực_kỳ màng hình lớn đừng mua máy game,0,0,0,0,0,0,0,0,0
máy đẹp như ... mới_đầu sài_mượt,0,0,0,0,0,0,0,0,0
điện_thoại đúng 1 pin cũ nhanh 2 sập không thử sac thay pin không,1,0,0,0,0,0,0,0,0
ship nhanh điện_thoại mượt chụp ảnh đủ đẹp màn_hình đẹp mẹ !,1,0,1,1,0,0,0,0,0
máy hơi trẻ_em youtube mượt 480 720 lag loa nghe không lắm camera tệ không cam không lắm trải nghiệm bé chấp_nhận đc hi_vọng tuổi_thọ,1,0,1,0,0,0,0,0,0
đóng_gói kỹ nhiệt nguyên hộ shop,0,0,0,1,0,1,1,0,0
sp tốt mượt chụp ảnh đẹp pin_khỏe 1 rùi oki,1,0,1,0,0,0,0,0,0
hàng đẹp nguyên seal giá tốt giao hàng nhanh,0,1,0,1,1,1,0,0,0
máy_nguyên niêm_phong đúng hàng ngon tầm giá flash sale giá tốt : ),0,0,0,0,1,1,0,0,0
mua 2 sp ưng í chất_lượng tốt giá_cả cạnh_tranh cám_ơn shop,0,0,0,0,1,0,0,0,0
hoàn_hảo máy đẹp lắm chức_năng hoạt_động chuẩn màn_hình màu_sắc rực_rỡ như mong_đợi cảm_ứng mượt_mà êm_ái pin trâu_bò nha anh_em hài_lòng lắm shop phục_vụ tốt giao hàng chất_lượng đúng như quảng_cáo chế_độ hậu_mãi ro ràng chuẩn lắm anh_em,1,1,1,0,0,0,1,0,0
máy bao_bọc cẩn_thận ship hơi nguyên niêm_phong chưa active tặng hai miếng cường_lực unlock mua hàng video hướng_dẫn shop gửi chưa hài_lòng lắm máy_đẹp cam ngon hiệu_năng tốt gánh pubg max setting bình_thường không lag tiền 🤑,1,0,1,1,0,1,1,1,0
đẹp shop hàng đúng hãng chức_năng hoạt_động tốt màn_hình cảm_ứng nhạy màu_sắc rực_rỡ camera chụp ảnh đẹp hoàn_hảo lắm shop giao hàng chất_lượng đúng như quảng_cáo an_tâm sản_phẩm shop,1,1,1,0,0,1,0,0,0
mua đợt sale chất_lượng ngon bổ rẻ,0,0,0,0,1,0,0,0,0
giao hàng nhanh máy đẹp bọc hàng ổn,0,1,0,1,0,0,0,0,0
giao lộn màu trắng !,0,0,0,0,0,0,1,0,0
tuyệt_vời,0,0,0,0,0,0,0,0,0
giao nhanh sản_phẩm tốt đóng_gói cẩn_thận bảo_hành ngắn 3 1 - 1 chấp_nhận,0,0,0,1,0,0,0,0,0
giao hàng nhanh đóng_hộp nguyên seal active bảo_hành công_nhận màn đẹp !,0,1,0,1,0,1,0,0,0
sản_phẩm mượt_mà chiến game chê pin trâu cấu_hình samsung galaxy_s7 edge tuyệt_vời nhân_viên shop tư_vấn hàng nhiệt_tình vui_vẻ cám_ơn shop,1,0,1,0,0,0,1,0,0
shop giao hàng đúng như hứa sản_phẩm chuẩn như cam_kết đóng_gói cẩn_thận tải ap mua hàng mua ủng_hộ shop buôn mai đắt,0,0,0,1,0,0,0,0,0
máy đẹp nguyên siu hài_lòng chưa tiếng việt chờ shop tai_nghe shop tặng lởm hi,0,1,0,0,0,1,0,1,0
tốt shop uy_tín,0,0,0,0,0,0,0,0,0
giao hàng nhanh shop tư_vấn nhiệt_tình máy đẹp pin ổn trẻ học youtube máy hơi oke,1,1,1,1,0,0,1,0,0
máy đẹp giao hàng nhanh đóng_gói cẩn_thận máy mới_tinh đều ổn tốt giới_thiệu bạn_bè ủng_hộ shop top 1 máy đẹp giao hàng nhanh đóng_gói cẩn_thận máy,0,1,0,1,0,0,0,0,0
máy ổn hình_thức,0,1,0,0,0,0,0,0,0
shope không đồng kiểm shop check hài_lòng mua đợt sale giá tốt hàng hãng ủng_hộ shop tiếp,0,0,0,0,1,1,1,0,0
máy ngon không nhìu 10,0,0,0,0,0,0,0,0,1
hàng shop be ha cảm_nhận ok. thử_nghiệm ngon nha,0,0,0,0,0,0,0,0,0
chất không 2 chữ tuyệt_vời hàng nguyên đai nguyên mua nha chế,0,0,0,0,0,0,0,1,0
điện_thoại nổi vạch đen màn_hình tắt không bật,1,0,0,0,0,0,0,0,0
hôm_nay sửa một tuần oke chưa mua tham_khảo fb bảo đứng máy lag kia kia quyết_định mua giá không đòi_hỏi chụp ảnh oke tốt tầm giá 💕,1,0,0,0,1,0,0,0,0
mua 2 máy 99 % đẹp như 1 máy vỡ màn vận_chuyển shop đổi máy tặng 3 bảo_hành + 100k chủ shop tư_vấn nhiệt_tình ủng_hộ,0,1,0,1,0,0,1,0,0
máy như mới_toanh 1 vết xước không kĩ hàng siêu nhanh ốp đẹp chắc_chắn,0,1,0,1,0,0,0,1,0
mặc_dù máy cũ keng hài_lòng,0,1,0,0,0,0,0,0,0
máy cảm_ứng hơi đỏ chút xước xát phụ_kiện đầy_đủ màn_hình đẹp,1,1,0,0,0,0,0,1,0
tuyệt_vời,0,0,0,0,0,0,0,0,0
sản_phẩm tốt hiệu_năng hiệu_ứng cảnh đẹp test chưa lỗi mua chủ_yếu game game ngon tốt perfect,0,0,1,0,0,0,0,0,0
đúng như shop quảng_bá sản_phẩm đẹp chất_lượng không chê hoàn_thiện shop uy_tín giao hàng đúng hẹn sản_phẩm đúng hàng hãng hài_lòng vừa_ý an_tâm sản_phẩm shop shopee shop 5,0,1,0,1,0,1,1,0,0
hang_dep lam luon cam on shop nhiu nha,0,0,0,0,0,0,0,0,0
sản_phẩm shopee chất_lượng máy tốt hình_thức đẹp chức_năng hoạt_động ổn_định màn_hình màu_sắc rực_rỡ như mong_đợi tiên mua hàng shope đồng_tiền bát gạo giới_thiệu shope bạn_bè người_thân ủng_hộ 👍,1,1,1,0,0,0,0,0,0
hàng tốt tam giá shop nhiệt_tình cai mua 16g shop gởi hang 32g lâu_dài chưa test hwa hài_lòng,0,0,0,0,0,0,0,0,0
máy oke phục_vụ nhiệt_tình hai nhân_viên thân_thiện_cảm_ơn shop chúc shop sản_phẩm,0,0,0,0,0,0,1,0,0
hàng zin ngon màn không án ố giá tốt chất_lượng máy đẹp như,0,1,0,0,1,0,0,0,0
giao sai màu hình_thức xấu,0,1,0,0,0,0,1,0,0
tạm ổn kk không không không không không không không không không không không không không,0,0,0,0,0,0,0,0,0
máy đẹp hàng đúng chuẩn shop uy_tín giao hàng nhanh chất_lượng đúng như quảng_bá giá_cả hợp_lý máy đẹp ứng_dụng chạy ổn_định chức_năng cơ_bản hoạt_động tốt màn_hình cảm_ứng nhạy màu_sắc rực_rỡ hài_lòng vừa_ý ủng_hộ shop đơn hàng,1,1,0,1,1,0,1,0,0
shop đầm gói cẩn_thận giao hàng nhanh hài_lòng sản_phẩm như giá ủng_hộ shop,0,0,0,0,0,0,0,0,0
đúng như shop quảng_cáo máy đẹp lắm máy 99 % màu_sắc_đẹp lung_linh sang_trọng cấu_hình mạnh_mẽ nghe gọi âm_thanh ấm_áp kết_cấu hoàn_hảo mạng game lướt chuẩn camera chụp hình đẹp hài_lòng vừa_ý đồng_tiền bát gạo shop uy_tín,1,1,1,0,0,0,0,0,0
sản_phẩm hãng dgw sẵn rom quốc_tế đa_ngôn_ngữ ! check bảo_hành dgw hơi bh không,0,0,0,0,0,1,0,0,0
hành đẹp sài_tốt đóng_gói cẩn_thận mua,0,0,0,0,0,0,0,0,0
pin kém lắm,1,0,0,0,0,0,0,0,0
hihi điện_thoại xịn bảo_hành 12 lun mới_đầu ngáo ngơ như bò đeo nơ hem cài_đặt đòi hàng lum la shop nhiệt_tình_cảm_ơn shop nha 10 không pin 100 % ngoại_hình đẹp không tì_vết mua,1,1,0,0,0,0,1,0,0
shop uy_tín giao hàng đúng chất_lượng đúng như quảng_cáo kiểm_tra máy không lỗi nhân_viên shop nhiệt_tình vui_vẻ tận_tâm phục_vụ chuyên_nghiệp hài_lòng dịch_vụ chon 5sao shop xứng_đáng 5 *,0,0,0,1,0,0,1,0,0
máy_đẹp coóng ổn tầm giá bảo_hành_chính hãng 18 giao_diện poco laucher hơi máy xiaomi giao hàng tiết_kiệm giao nhanh hãng sài_gòn,0,1,0,0,1,0,0,0,0
điện_thoại tốt hài_lòng sản_phẩm đẹp mượt pin chức_năng ổn_định cam sắt nét shop uy_tín vui_vẻ chuyên_nghiệp phục_vụ tốt giao hàng đúng như quảng_cáo anh_chị_em mua hàng shop chúc shop khách_hàng ủng_hộ shop,1,1,1,0,0,0,1,0,0
tuyệt_vời,0,0,0,0,0,0,0,0,0
hàng shop đóng_gói kỹ_lưỡng chu_đáo điện_thoại đẹp không bắt wifi 5ghz : ) ?,0,1,0,1,0,0,0,0,0
hàng nguyên seal shop đóng_gói kĩ giao hàng nhanh,0,0,0,1,0,1,0,0,0
sản_phẩm màu đẹp tư_vấn nhiệt_tình đóng_gói kỹ điện_thoại hãng nguyên hộp nguyên seal pin 60 hài_lòng nhe ❤,1,1,0,1,0,1,1,0,0
mua tặng mẹ mua giá rẻ chất_lượng tốt shop,0,0,0,0,1,0,0,0,0
sản pham tot shop oi hp,0,0,0,0,0,0,0,0,0
sạc youtube 4gio không đòi_hỏi giá_cả tư_vấn nhiệt_tình mua ủng_hộ xiền 😁,0,0,0,0,0,0,0,0,0
giao hàng nhanh gpnj tiện,0,0,0,0,0,0,0,0,0
shop uy_tín giao hàng đúng hẹn sản_phẩm_chất_lượng tốt giá_cả hợp_lý chế_độ bảo_hành rõ_ràng hài_lòng vừa_ý 5,0,0,0,1,1,0,1,0,0
shop dễ_thương uy_tín giao hàng đúng hẹn bề_ngoài máy 99 % ko trầy_xước máy cấu_hình mạnh_mẽ camera sắt nét phim lướt web game oke hài_lòng sản_phẩm phong_cách phục_vụ shop giới_thiệu bạn_bè người_thân ủng_hộ shop 5 *,1,1,1,0,0,0,1,0,0
đẹp shop sản_phẩm_chất_lượng đúng như quảng_cáo chức_năng cơ_bản ổn_định màn_hình đẹp cảm_ứng nhạy lướt êm_ái cấu_hình mạnh_mẽ đồng_tiền giới_thiệu bạn_bè người_thân ủng_hộ shop,1,0,1,0,1,0,0,0,0
ok tất không ghép sim ghép đx,0,0,0,0,0,0,0,0,1
sdt dẹp mượt màu xanh thiên_thanh giao hàng nhanh hãng bảo_hành đầy_đủ,0,0,0,0,0,0,0,0,0
shop uy_tín ngon_lành nha anh_em giao hàng đúng như quảng_cáo test ứng_dụng chạy mượt lắm cấu_hình mạnh_mẽ game lướt web phim oke màn_hình cảm_ứng nhạy camera sắt nét hài_lòng giới_thiệu người_thân bạn_bè ủng_hộ shop,1,0,1,0,0,0,1,0,0
sim ghép lắp không nhắn_tin shop không trả_lời,0,0,0,0,0,0,1,0,0
hàng đúng như mô_tả hàng tàu khựa đúng tiền rơi phát tèo tốn tiền,0,0,0,0,0,1,0,0,0
hàng màu trắng đợi hàng hơi vận_chuyển_giao hàng tiết_kiệm máy 6 mùa sale shop gọi nhanh shop chế_độ hàng tận_tâm tư_vấn nhiệt_tình tôn_trọng khách_hàng,0,0,0,1,0,0,1,0,0
máy hãng tốt,0,0,0,0,0,1,0,0,0
đóng_gói sản_phẩm chắc_chắn điện_thoại ban_đầu mượt êm pin hao hơi nhanh giá không hi_vọng,1,0,1,1,0,0,0,0,0
máy hãng đẹp lắm,0,1,0,0,0,1,0,0,0
hàng chuẩn máy đẹp như hình chụp hài_lòng ngoại_hình đẹp bắt_mắt màn_hình đẹp text liên_quân mượt shop uy_tín chút thắc_mắc shop nhiệt_tình ủng_hộ shop đơn hàng giá ía tốt ngại không hốt 👍,0,0,0,0,0,0,0,0,0
điện_thoại china 3 hôm sập không nhắn_tin shop không phản_hồi gọi thuê_bao cam_kết hàng hãng đồ mua lầm ng không lầm đúng tiền mua cam_kết không cáp sạc vô pin như,1,0,0,0,0,0,1,0,0
hàng chiều test hàng chất tốt bề_ngoài 99 % chức_năng ổn quay_phim chụp hình lướt web mượt pin trâu ... vừa_ý shop uy_tín giao hàng đúng như quảng_cáo mua hàng shop bình_chọn 5 shop,1,1,1,0,0,0,1,0,0
sài 3 mất sóng wf pin 10 % tự_động tắt màn_hình nổi chốm đen,0,0,0,0,0,0,0,0,1
máy shop dán sẵn màn_hình tốt ủng_hộ,0,1,0,0,0,0,0,1,0
máy đẹp chức_năng hoàn_thiện màn_hình cảm_ứng nhạy màu_sắc rực_rỡ đồng_tiền shop uy_tín giao hàng đúng hẹn chất_lượng đúng như quảng_cáo shop 5,1,1,0,1,1,0,1,0,0
sản_phẩm tốt máy đẹp cấu_hình mạnh_mẽ shop uy_tín giao hàng đúng như quảng_cáo test ứng_dụng chạy mượt pin chức_năng đều ổn_định phong_cách shop chuyên_nghiệp shop anh_em mua hàng shop,1,1,1,0,0,0,1,0,0
shop giao hàng nhanh nhân_viên tư_vấn nhiệt_tình vui_vẻ sản_phẩm đẹp hãng nguyên set,0,1,0,1,0,1,1,0,0
máy đẹp cấu_hình mạnh_mẽ game lướt web phim mượt ứng_dụng chạy êm vừa_ý hài_lòng shop giao hàng đúng hẹn đúng như quảng 5 *,1,1,1,1,0,0,0,0,0
đóng_gói chắc_chắn shop tư_vấn tốt máy gọn_nhẹ chạy mượt tốt tầm giá không mua ốp lưng kính cường_lực mua mạng,0,1,1,1,0,0,1,1,0
máy đẹp nhiệt_tình mua nhe kindle ppw đọc manga ngon,0,1,0,0,0,0,1,0,0
hoàn_thiện sản_phẩm đẹp màu_sắc rực_rỡ cấu_hình mạnh_mẽ chức_năng cơ_bản hoạt_động tốt ổn_định màn_hình đẹp âm_thanh cảm_ứng lướt êm nhạy sản_phẩm hoàn_hảo shop giao hàng đúng như quảng_cáo hài_lòng vừa_ý,1,1,1,0,0,0,0,0,0
shop đóng_gói niêm_phong hàng kỹ giao hàng nhanh đúng máy 100 % nguyên niêm_phong hộp đầy_đủ mua xong khui hộp active máy bảo_hành đủ 12 active yên_tâm mua hàng shop,0,1,0,1,0,1,0,0,0
sản_phẩm trôi bảo_hành 20 dòng điện_thoại samsung màn_hình màu_sắc xấu thua j7 + hic,0,1,0,0,0,0,0,0,0
đúng như anh_em giới_thiệu shop giao hàng ok máy đẹp màn_hình màu_sắc rực_rỡ cảm_ứng êm_ái ứng_dụng hoạt_động chuẩn camera sắt nét loa lớn âm_thanh nghe rõ_ràng mạng lướt web game không chê hài_lòng lắm,1,1,1,0,0,0,0,0,0
hàng oke ful box nguyên seal tác vụ hàng youtube fre fire tạm ổn pin chê tốt iphone 7 plus 1 trừ giao_diện nuwa3 tiếng nửa tiếng việt,0,0,0,0,0,0,0,0,0
hàng chuẩn đúng đẹp chức_năng ổn_định màn hính cảm_ứng nhạy phim chụp hình sắt nét pin trâu tiền shop uy_tín giao hàng đúng hẹn nhân_viên nhiệt_tình vui_vẻ chuyên_nghiệp xứng_đáng hưởng 5,0,0,0,0,0,0,0,0,0
sp chất_lượng / giá ok shop 5,0,1,0,0,1,0,0,0,0
trừ 1 tai_nghe hư màn ám nhẹ,1,0,0,0,0,0,0,1,0
máy ngon pin chai 3 % 5s shop ceo,0,0,0,0,0,0,0,0,1
sản_phẩm tốt chất_lượng shop gói hàng cẩn_thận bọc xốp đàng_hoàng mua đúng đợt sale mã giảm_giá kèm mua giá tốt máy kích_hoạt bảo_hành lệch đúng 1 không bảo_hành máy nguyên niêm_phong trừ 5,0,0,0,1,1,1,0,0,0
sản_phẩm móp 1chuts vỏ sần 1 ít but o dung tốt,0,0,0,0,0,0,0,0,0
wow wow máy lun shop đóng_gói kĩ_càng máy đẹp lung_linh 👌 đặt_hàng shop tư_vấn nhiệt_tình shop 5,0,1,0,1,0,0,1,0,0
